Metacritic,RecommendationCount,SteamSpyOwners
0,0,10223
0,629,338612
63,567,33359
0,225,17397
0,0,3408
0,0,3946
0,0,5201
77,0,5919
0,0,3766
0,0,1614
0,0,5560
0,787,376275
0,144,46272
0,0,7712
0,0,22777
0,0,10761
0,0,12734
0,0,20805
0,0,20267
0,158,98284
0,0,808
0,0,3766
0,0,1077
0,498,26006
0,250,12375
0,173,178094
0,0,3587
0,0,0
0,0,13272
0,0,9326
0,242,29413
0,0,535
0,883,273687
0,7407,1438025
0,0,1070
0,130,29055
0,143,132539
0,193,15065
49,0,1255
0,0,10223
0,0,0
0,0,21163
0,0,539
0,0,17935
0,0,0
0,0,69050
0,0,9326
0,295,72278
67,178,81604
0,0,14707
0,0,0
0,168,10044
0,0,14169
0,0,0
0,0,0
0,0,0
0,293,15245
77,334,17038
0,0,13272
0,0,0
0,12247,3092704
0,220,16321
0,0,1076
0,0,13810
0,285,18114
0,237,19549
0,0,4663
62,1676,218448
60,340,98463
0,1115,10761
0,0,0
0,0,1255
0,0,2511
0,642,255753
0,0,8071
0,0,1614
58,0,8967
0,204,71202
68,0,4304
0,0,1435
0,0,17756
0,0,17576
0,0,8788
0,0,15245
0,1161,458238
0,842,461646
0,525,356368
0,0,21163
0,0,8967
0,0,20625
77,201,19908
0,123,21163
0,430,169485
0,721,11299
0,773,113349
0,103,19370
0,0,10223
0,0,4484
0,0,5380
66,2456,264182
0,0,15245
0,0,0
0,7202,1046684
0,0,0
0,0,3587
0,0,1793
76,0,16321
0,0,1435
0,0,1793
0,195,31745
0,0,10402
0,0,5919
0,0,0
70,0,3228
69,0,1255
0,832,75506
0,0,14348
0,0,15065
0,263,102588
0,163,48066
0,429,83577
0,0,9864
0,0,538
0,320,10582
69,487,26544
0,0,21163
0,1743,212350
0,0,4304
0,216,25288
0,214,10761
0,112,10044
0,0,717
0,0,897
68,182,20805
0,0,1070
0,0,1076
0,959,48604
0,580,140431
0,0,5201
0,0,4663
0,0,4125
0,936,127876
0,0,8609
0,0,1616
0,0,35332
0,0,4484
0,0,4304
0,0,1255
0,0,3946
0,0,17038
67,997,75686
0,543,37663
0,0,53805
0,0,53984
0,0,57930
0,0,59723
0,0,54343
0,0,58468
0,0,57751
0,0,53984
0,0,59723
0,0,58109
0,0,71740
0,0,53984
0,0,58109
0,0,54343
0,0,58289
0,0,59185
0,0,54164
0,0,59544
0,0,58827
0,0,59544
0,0,58827
0,0,72637
0,0,73892
73,0,59723
0,0,59365
0,0,53984
0,0,53984
0,115,13093
0,0,2511
0,0,8788
55,0,15065
0,0,717
0,321,11658
0,0,1076
0,130,9685
76,0,12734
69,128,3228
0,0,24750
0,111,32283
0,203,20625
0,6028,277274
0,0,14707
0,0,0
0,0,21522
0,122,15424
0,0,3587
0,0,19908
71,157,23495
65,394,23315
0,0,12196
0,0,7174
0,0,5739
0,0,20446
0,0,1076
0,1070,123931
80,17106,905177
0,0,8967
0,0,4842
0,0,0
0,930,57751
0,0,3587
0,0,8250
0,0,3049
0,31380,1157881
0,114,19190
67,235,136664
0,128,19549
0,183,21881
0,0,2332
83,0,2332
0,0,10582
0,0,4484
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1272,761518
0,259,39636
0,0,3587
0,2866,246426
64,459,77300
0,149,13093
0,0,2870
0,106,94517
0,0,0
0,0,64566
0,0,0
0,0,10940
0,105,88240
0,836,111914
0,3461,351884
0,538,156752
0,0,13989
0,0,12016
61,333,21343
0,0,20984
0,0,808
0,126,4125
0,0,7891
0,105,22777
0,0,1435
0,110,13451
0,1390,171638
0,554,93262
0,0,0
0,0,1973
0,516,108506
84,2302,190290
0,0,17397
0,556,653371
0,0,803
69,0,3228
0,0,8967
0,1088,239611
0,0,13810
0,101,1973
0,1796,171638
0,273,34973
0,0,0
0,0,4842
0,113,4304
0,0,533
0,0,3587
0,0,6995
0,321,99898
47,0,9864
0,0,0
0,1124,166795
72,682,41609
0,0,0
0,0,1616
0,0,3408
0,0,12196
0,0,27082
0,0,7712
0,0,0
0,0,1255
65,844,23853
0,0,7891
0,0,10761
0,0,11837
0,1187,234769
0,1061,293954
0,0,535
0,125,163387
0,0,0
0,0,154599
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4798,81066
0,104,15065
0,0,46990
0,0,2690
0,0,2511
0,0,2332
0,0,1793
70,501,43403
0,0,2134
0,0,535
0,458,214143
0,179,22777
0,0,4663
0,0,5201
0,0,1255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,14707
0,0,3049
0,210,17576
0,0,0
0,0,0
0,101,97028
0,0,30669
0,1788,57213
0,127,91648
0,1114,55957
0,103,42506
70,1639,164464
0,0,10402
0,0,803
0,0,7533
0,0,1973
0,0,0
0,222,12913
0,0,7712
0,0,5201
0,128,24750
86,5739,321036
0,0,10223
0,432,20446
0,0,1435
0,0,108506
0,0,1070
0,0,14527
0,0,15065
0,0,14886
0,0,2511
0,0,1255
0,740,19549
0,1526,143659
0,0,5022
0,0,2690
0,0,3946
0,0,13451
0,0,7174
0,254,47528
0,263,16859
0,152,20625
80,132,8429
0,0,717
85,876,71740
0,300,16141
0,101,151909
0,491,104381
0,0,1973
0,0,13093
57,177,10940
0,195,3049
0,0,2408
0,0,6636
69,754,128235
0,156,28337
0,616,114066
0,0,2332
0,0,1255
0,0,10582
77,2429,195670
0,439,29593
0,977,72457
0,0,1255
0,0,9864
0,146,15424
0,0,19011
0,0,1614
0,0,18473
0,33323,4549920
0,121,8071
0,1043,53267
0,0,12734
0,0,8250
0,427,328389
0,0,4304
0,0,6995
0,0,803
0,0,0
0,0,11658
0,0,4663
0,0,3228
0,0,0
0,311,144735
0,136,6995
0,0,13451
86,18583,979428
0,0,1614
0,0,6995
75,227,5739
0,1492,176659
0,178,63848
0,0,11299
0,0,0
0,0,3408
0,0,4663
0,0,1435
0,0,19190
0,929,184551
0,0,0
0,0,10223
0,0,897
0,0,9506
0,0,9326
0,0,4125
0,0,8250
0,0,9147
0,0,4663
0,0,3049
0,0,3766
0,0,17038
0,0,7712
0,0,8429
0,393,30669
0,216,4304
0,0,803
0,0,0
0,0,2690
0,262,18294
0,288,162491
0,0,3228
0,819,155317
0,0,5919
0,0,3408
0,0,897
0,0,5201
0,0,4125
0,0,5919
0,321,18114
0,120,13451
72,0,0
0,0,3587
0,0,535
0,0,9147
0,0,75506
0,0,6098
0,0,533
0,3594,537331
0,0,11299
0,0,4304
0,0,7533
0,0,5201
0,0,6457
0,978,35511
0,0,2690
0,0,11658
0,0,0
0,0,2332
82,3577,301487
0,0,0
75,0,12913
0,0,0
0,0,0
0,0,7891
0,0,1435
0,29451,931362
0,0,4304
82,223,61696
0,2916,872894
0,0,11658
0,0,533
0,0,2870
0,0,5739
80,265,181681
0,0,9685
0,275,44120
80,0,0
0,0,5380
0,0,4663
0,0,3766
0,0,5560
65,123,8967
0,120,9326
0,0,5560
0,308,26723
0,0,3049
0,0,3228
0,120,6636
0,0,0
0,0,8429
0,0,1076
0,154,4842
0,0,6277
0,0,10940
0,872,44837
0,0,21881
0,453,133795
0,0,29772
0,0,17038
0,0,18114
0,105,9147
76,219,34794
0,0,5739
0,0,2690
0,0,5919
0,869,65463
0,0,2332
0,0,1076
0,0,107251
0,0,0
0,0,3408
0,0,0
0,0,3408
0,0,3946
0,0,11299
0,0,5022
0,0,1793
0,0,2152
0,0,1873
0,0,23674
0,401,94338
77,0,2690
0,195,108327
0,0,18832
0,44352,0
0,0,7891
0,0,0
0,879,166795
0,0,0
0,0,60800
85,165,12375
0,0,14348
0,268,51294
0,0,6277
0,141,5560
0,0,3946
0,0,0
0,0,0
0,0,6098
0,0,808
0,0,3228
0,1445,231720
0,0,1793
0,0,1076
0,0,8788
0,0,1435
0,663,28875
0,0,22419
0,0,2332
0,0,11658
0,0,7533
73,1117,260416
81,5853,579299
0,0,7353
0,639,40354
0,3155,92365
67,573,41968
0,0,0
0,1116,75865
0,0,10223
0,0,4663
0,0,14707
0,0,2511
0,0,0
0,0,0
0,0,9147
0,0,1076
69,0,3408
0,0,3228
0,0,1076
0,108,23674
0,104,10940
0,0,7353
0,0,4484
0,0,26006
0,0,1076
0,628,57392
0,2623,238356
86,2975,268486
0,0,0
0,0,6277
0,0,9506
0,0,7353
74,3808,234589
0,0,2140
0,215,25826
0,0,5739
0,153,12196
0,0,0
0,0,7891
0,404,32642
0,0,0
0,0,2152
0,0,6277
0,0,12016
0,0,14707
0,147,75686
0,1078,882759
78,153,7712
0,256,84474
0,0,11837
0,0,17218
0,0,16680
0,0,3408
0,0,7712
0,0,9685
0,330,10940
0,0,0
78,0,8429
0,1108,294671
0,1310,189393
0,0,8967
0,0,36587
0,1787,158007
0,404,50039
0,164,54702
0,110,70305
0,0,11299
75,601,21701
0,159,10761
0,0,21163
70,290,13810
0,0,3946
0,0,17397
0,0,897
0,8975,1258317
0,0,0
0,0,2690
0,0,0
0,139,15424
0,0,2152
0,0,3049
0,0,9506
0,0,7891
0,0,3408
0,891,195312
0,199,31386
0,0,539
0,0,2690
71,101,14527
0,0,7174
0,0,1435
0,2831,86805
0,0,14886
0,0,1338
0,0,0
0,0,1435
0,105,23136
74,860,47348
0,356,13810
0,0,45734
0,0,7891
0,0,0
0,0,49321
0,0,3228
0,280,84115
0,5141,251986
0,0,808
0,0,0
0,0,3766
0,0,1973
0,0,5201
0,562,92006
0,0,5560
50,0,4663
0,5913,434026
0,0,10761
0,1080,15603
0,0,17038
0,0,56854
0,1395,288573
0,0,1076
0,149,15603
68,0,12554
0,0,3946
0,729,206252
0,0,5201
0,0,13989
0,0,533
0,0,0
0,0,20446
0,0,3408
0,0,9147
0,0,897
0,0,3049
0,0,6457
0,0,7712
0,0,0
0,366,114246
0,0,4125
0,0,1793
77,165,78555
0,0,12554
0,0,11478
0,0,2152
0,0,12554
0,0,7353
80,899,0
0,134,17397
0,0,8071
0,319,58289
0,0,6636
0,580,57392
0,0,6815
0,0,1973
0,0,1973
0,0,15783
0,367,143300
0,0,5560
0,156,26364
0,0,0
0,0,8967
0,0,0
0,166,64028
0,0,4663
0,0,8609
0,447,85729
0,0,1973
0,120,9326
0,0,11837
0,278,25288
0,126,35691
0,245,10223
0,0,0
0,0,8250
0,387,73533
0,0,1076
0,0,0
74,5235,265975
0,153,61696
0,0,11658
0,0,3766
0,0,0
0,0,0
0,0,8429
0,0,16680
0,0,8788
0,0,32462
0,500,42147
0,10982,1727854
0,0,7891
0,0,2690
0,0,9326
0,0,0
0,0,83936
0,190,10761
0,0,1076
0,0,12016
0,0,0
0,0,1793
0,981,150654
0,0,10223
0,170,3049
0,0,3408
0,0,6098
0,0,12016
0,1255,241584
0,0,0
0,0,0
0,0,717
0,0,35332
0,0,9685
0,163,5560
0,0,4304
0,0,0
0,0,0
0,0,3408
57,0,2511
0,1003,308661
0,126,76762
0,0,14169
0,0,1435
0,0,12016
0,0,13810
0,0,0
0,0,1793
0,0,2511
0,0,0
0,1934,244633
0,0,9864
0,0,8609
0,1835,78376
0,105,17756
0,0,10044
0,1050,345248
0,101,38919
0,977,22060
0,0,2511
94,2900,1206305
0,0,29772
0,0,4842
0,0,1793
0,0,81245
0,0,9147
0,0,9326
0,0,9864
0,0,7533
57,0,3408
0,0,20446
64,221,126441
0,0,17935
0,123,4484
0,722,50397
0,0,7174
0,0,13451
0,0,5022
0,0,12196
0,0,9506
0,0,2332
48,117,3766
0,0,1793
0,182,69946
68,0,1076
0,0,17935
0,0,19190
0,4183,313144
0,0,2870
65,119,7174
0,0,5201
0,0,8429
0,0,539
0,0,1793
0,0,1255
0,0,897
0,0,0
0,0,10940
89,26844,1230159
0,0,6098
0,110,6457
0,192,24033
0,0,0
0,0,717
0,0,1793
0,0,3228
0,0,0
0,0,2690
0,469,96490
0,0,1077
0,0,0
0,0,0
0,0,12375
0,204,95235
0,0,4304
0,0,0
0,0,0
0,0,4125
0,0,44299
0,0,6636
0,180,5380
0,0,8250
0,0,0
0,0,16321
0,186,8967
76,0,8071
0,216,18832
0,0,0
0,569,58109
0,0,717
0,127,75865
0,2288,84832
0,113,17935
0,0,9147
0,0,2870
0,0,4304
0,0,13093
0,0,0
56,168,6995
0,0,12734
0,0,5201
0,225,49500
0,804,188855
0,204,8250
0,1221,131284
0,0,15245
0,625,13989
0,0,10940
0,0,3049
0,600,145094
0,0,48962
0,0,22239
0,309,53267
0,0,0
0,0,539
0,0,12913
0,0,22419
0,0,8071
0,0,538
78,1128,161953
0,0,7712
0,0,12016
0,0,0
0,839,39098
72,1750,94697
0,0,11478
46,3637,568897
76,3086,156752
0,0,1076
0,0,1793
0,0,1255
61,108,99360
0,0,4304
0,0,0
0,2585,71202
0,0,1793
0,0,4484
84,1588,87702
0,0,0
0,0,0
66,0,1614
79,0,2511
0,102,7533
82,2384,866258
0,0,0
0,0,6457
0,0,6277
0,0,6098
0,0,11658
0,0,11478
0,0,13093
0,0,17218
0,6493,215758
0,0,11478
0,0,533
0,126,17038
0,0,0
0,0,808
0,0,0
0,0,3766
54,192,43223
0,0,0
0,0,7533
0,492,13093
0,130,84294
84,72929,3866060
0,0,0
0,0,897
0,0,0
0,0,897
0,0,1614
0,126,81604
0,142,110659
0,468,137920
0,0,0
0,0,0
0,0,52549
0,229,80528
0,0,12196
0,0,2511
43,0,10761
59,0,1077
0,0,11120
0,0,6995
0,1045,35691
0,0,717
0,0,17576
0,0,109403
0,245,18832
0,0,9326
0,138,6098
0,287,54702
0,0,7174
0,0,6636
0,0,4842
0,104,6098
84,1840,181860
86,535,33718
0,248,17756
0,0,3228
0,0,0
0,397,43582
0,0,0
0,101,8071
0,0,3408
0,0,13989
0,0,1793
0,0,1435
0,0,12913
0,0,0
0,251,157110
0,0,10223
81,4141,1090804
0,0,4842
0,240,43403
0,0,1973
0,133,94876
0,1071,200692
0,0,0
0,0,0
0,0,2152
0,0,0
0,121,71740
0,0,7353
0,0,8967
0,0,1077
0,0,5201
0,0,5919
0,0,19190
0,162,7712
0,0,5201
73,825,36049
0,0,0
0,0,0
73,1219,84832
0,0,10402
0,0,4842
0,0,1070
0,171,10044
0,0,1435
0,0,13093
0,0,18652
0,0,12734
0,118,10761
0,0,0
0,124,49142
0,0,17397
0,0,0
0,0,539
0,0,538
0,0,539
0,0,717
0,0,5739
0,0,2332
0,0,1614
0,0,5560
0,0,0
0,167,67973
0,0,1076
85,23915,1392829
0,0,3766
0,0,21343
0,152,27799
0,648,17038
0,0,12375
0,0,1973
0,0,20984
0,0,7353
0,0,3228
0,0,4304
0,0,0
0,206,97746
79,676,32104
0,0,7174
78,553,41071
0,743,276198
0,0,717
0,0,14169
0,0,12375
0,0,4842
0,360,16500
0,6351,1829724
0,0,1605
0,205,39098
0,0,8250
0,0,7353
0,161,9685
0,379,164822
0,0,1435
0,2084,669691
0,0,717
0,0,0
0,0,717
0,0,1614
0,0,0
0,0,26902
0,342,19370
0,0,2152
0,0,15245
0,126,6636
0,1396,98284
0,0,2870
0,0,8967
0,0,18114
0,0,0
71,30933,1373638
0,0,12734
0,110,7891
0,0,0
0,0,0
0,0,0
0,637,153344
0,0,5201
0,0,7353
0,0,0
0,478,127159
0,127,4125
84,403,79990
0,0,808
0,374,0
0,0,1614
0,0,13272
0,0,1255
0,0,0
58,0,3766
0,0,3587
0,644,134153
65,504,255932
0,217,17218
0,0,6995
0,0,10761
0,110,22419
0,422,99360
65,254,270280
0,0,1614
63,490,31745
0,0,7891
0,0,3049
0,0,11478
0,114,10761
0,0,897
0,315,106354
0,0,0
0,0,3946
0,166,23136
0,0,6277
54,124,6636
0,0,10761
0,3987,866438
0,0,535
0,0,70305
0,1278,513478
0,0,3049
0,388,51115
0,484,72099
0,0,9864
0,8565,8250
0,113,6277
0,0,0
0,0,538
0,0,2511
0,295,194415
0,0,1793
0,11532,1176354
0,0,2511
0,5198,259340
0,1079,100077
0,281,69408
0,0,2511
0,885,42506
0,0,6277
79,0,3946
0,132,132360
0,138,7533
0,0,48783
0,0,5919
0,0,3228
0,107,49500
0,1013,259340
0,0,10223
0,0,1614
0,0,6457
0,0,11120
0,0,4304
0,0,5739
0,0,2152
0,0,12913
0,0,7712
0,0,12016
0,0,8788
0,348,48424
0,0,6277
0,0,9506
81,16098,482630
0,306,41788
0,0,9506
0,0,12554
0,0,0
0,2026,96311
59,207,22598
0,0,1435
0,0,38201
0,0,535
0,0,8609
0,0,3049
65,0,2511
76,292,37843
0,0,4304
0,1160,83936
0,624,194774
84,2987,125545
0,0,19011
0,0,3766
0,327,11120
0,184,27620
0,0,4125
0,0,535
0,640,60441
0,139,24033
0,0,16321
0,1829,64745
0,457,11478
0,228,16321
0,193,31207
0,0,808
77,432,21881
0,0,1973
0,190,21163
0,0,7891
0,0,6636
0,238,29593
0,194,8967
0,0,12554
0,0,5380
0,0,533
0,0,1614
0,0,0
0,0,36946
0,0,7353
0,0,13810
0,0,0
0,0,0
0,617,174328
0,0,10761
0,0,13451
0,0,6098
0,0,4842
0,101,107789
0,0,68332
0,0,535
0,0,5560
0,0,33538
0,0,1614
0,1236,359775
0,0,7891
0,0,11478
0,601,62414
0,181,6457
0,156,84474
0,1033,151550
0,0,20805
0,333,20446
0,0,0
0,0,11837
0,1467,165360
0,329,19549
0,0,10761
0,664,148143
0,0,0
0,0,2690
0,0,1076
0,0,0
0,0,26006
0,130,81245
0,135,154241
0,0,803
0,129,34256
0,0,5201
0,0,25826
0,0,10761
0,0,8071
0,0,6995
68,896,196567
74,1742,164643
0,3294,860878
0,5830,277095
0,0,808
0,517,95414
0,0,0
0,444,152447
0,448,167871
0,0,3049
0,0,5919
0,0,3766
0,0,20805
0,0,21163
0,2619,325699
0,0,2870
0,0,10940
0,0,0
0,0,10044
0,0,19190
0,0,20984
0,190,9685
0,0,533
0,467,22239
0,0,3408
0,0,6098
0,0,35870
0,0,7174
0,0,1793
0,0,6995
83,18333,4652328
0,0,535
0,0,10402
0,113,31924
0,0,0
0,0,0
0,211,12734
0,0,2694
0,169,65642
0,138,9506
0,0,12734
0,0,533
0,0,4304
0,188,13093
0,0,3408
0,0,0
0,124,71022
0,0,4125
0,181,121061
0,126,25826
0,0,6636
0,0,1616
0,0,10044
0,0,6815
0,0,13272
0,2217,98822
0,0,3049
0,0,1793
0,971,151730
0,135,33000
66,0,12913
0,0,10402
0,0,16141
0,0,1793
0,0,5022
0,0,539
0,0,10582
0,0,1973
0,0,2511
88,1407,224904
0,1470,71560
0,272,20446
0,0,4663
0,0,2511
0,0,86805
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1347
0,162,23315
0,0,8250
0,4021,311172
0,0,4842
0,0,8609
0,0,5739
0,163,31027
0,0,0
0,786,212888
0,6827,468640
0,0,717
0,0,9506
66,321,74968
0,422,46272
51,6870,289112
0,311,70305
0,0,34256
86,661,161773
0,0,3587
0,0,9506
0,0,1605
0,0,1255
80,201,16141
0,277,21343
0,0,5022
0,0,49859
0,2248,823573
68,189,57392
0,0,1793
0,0,6457
0,0,2694
0,290,165719
0,0,10402
0,44352,1338
0,0,808
0,0,0
0,0,0
0,170,29951
0,0,3408
0,0,1435
0,0,3587
0,0,2152
0,840,52191
0,441,23495
0,0,533
0,0,3946
0,0,803
0,1311,196567
80,1314,217730
0,0,3946
0,0,3408
0,0,0
0,0,0
0,0,23495
0,0,1973
0,0,0
0,0,12016
0,562,14348
0,0,2332
0,0,3049
0,117,11299
0,0,533
0,0,6098
0,0,0
0,104,12734
0,0,10761
0,0,25468
0,5890,1530928
0,105,13810
0,0,3408
0,310,5560
0,118,55240
0,8973,1709202
0,0,1973
0,175,2511
0,0,7712
0,0,4125
0,253,16680
0,0,14169
0,0,42147
0,0,4125
0,0,3946
0,0,0
0,204,18294
0,0,6636
0,0,4663
0,0,0
0,0,803
0,0,24033
0,0,1435
0,0,7712
84,203,51653
67,0,3502
0,0,717
0,893,10402
0,0,7712
0,0,5201
0,921,30489
0,0,23495
80,105,5560
0,454,22598
0,2448,750399
0,0,3228
0,0,533
79,119,7353
74,124,6098
0,0,15424
0,0,14348
0,0,12554
0,113,37305
0,0,0
0,0,1076
0,0,1973
0,389,118371
0,0,897
55,0,1614
86,1275,116936
0,0,3408
0,902,165002
0,0,5919
0,0,16141
0,0,8071
0,0,0
0,0,11658
0,234,26185
0,0,16500
0,0,0
0,0,7891
86,16385,1186398
0,0,8967
0,0,2332
0,650,285704
0,2386,244633
0,0,7712
0,0,533
0,0,10582
0,0,22060
0,0,0
0,0,5022
0,0,1973
0,451,185268
0,0,0
0,10053,1770360
0,0,0
0,0,6277
0,0,0
0,119,9147
92,60314,2105743
0,0,1076
0,0,19011
0,0,8609
0,0,36767
0,0,83756
72,4956,168589
78,856,45555
0,367,103664
0,392,135947
0,0,5201
0,0,0
0,0,10582
0,217,14169
0,124,10582
0,0,3049
0,544,152806
0,197,119985
0,0,14348
0,0,3408
0,0,1614
0,0,4842
0,0,717
0,0,6277
0,0,17038
0,0,5022
0,0,0
0,0,533
0,451,112632
70,339,23495
0,191,32642
0,0,539
0,0,1076
0,0,0
0,0,24571
0,0,0
0,0,0
0,0,0
0,0,5739
0,0,3587
0,0,5022
0,194,74251
0,887,200692
0,0,0
0,0,3228
0,0,11299
0,112,8250
0,2422,132539
0,0,2511
0,0,8788
0,0,3766
0,0,0
0,182,3408
0,0,4125
0,0,0
0,0,538
0,0,0
0,0,1076
0,0,0
0,0,2511
0,6685,297541
0,0,3228
0,1013,336460
0,11642,507021
0,0,8967
0,0,1076
0,1319,337357
0,0,1067
0,0,0
0,0,7533
0,0,3587
0,0,2870
0,0,1973
0,115,3946
0,0,1076
0,0,3408
0,0,1077
0,134,9147
0,362,178094
0,0,9147
0,345,19190
0,0,0
0,0,0
0,230,97925
0,107,46990
0,0,16141
0,0,3946
0,0,12554
69,5361,304536
0,0,5201
0,0,535
0,103,27082
0,0,9864
73,3664,457341
83,4693,391879
0,612,248937
0,0,0
0,0,0
74,277,18832
0,0,10761
0,0,0
83,5774,317090
0,129,90392
0,0,9685
0,0,29234
0,120,36946
0,1319,50577
0,0,6098
0,0,53446
0,131,77658
53,317,30669
0,0,10402
0,0,1338
0,0,1076
0,0,13272
0,351,44120
0,0,0
0,0,533
76,810,34076
0,0,7712
0,0,5380
0,0,19190
0,0,4842
0,251,26006
76,220,143300
0,0,0
0,820,68870
0,0,6995
0,152,12734
0,0,2332
40,246,8609
0,0,13451
0,0,3587
0,0,24212
0,0,0
0,0,1614
0,166,8967
0,1853,316552
0,0,0
58,0,11299
60,198,15424
0,0,0
0,0,1435
0,0,1255
0,0,0
0,0,1255
0,288,8788
0,0,13093
0,0,1070
0,0,0
0,0,2511
0,0,6815
0,0,10402
0,0,2511
0,0,0
0,623,279785
0,0,2152
0,147,95593
0,109,88061
66,150,16859
0,406,195132
0,149,4484
0,0,1605
68,165,5560
0,0,3049
0,0,0
0,0,14348
0,0,1435
0,0,1076
0,0,0
0,306,25109
0,0,5919
0,0,0
0,0,10402
0,0,5560
0,180,4663
0,279,8788
0,0,1973
0,0,1973
0,0,0
0,0,8609
0,208,44479
0,400,71919
0,146,33359
0,0,0
0,0,12016
0,0,5919
0,0,897
0,143,11120
0,501,9685
0,0,0
0,0,717
0,247,126441
0,1270,422368
0,0,2690
0,503,268128
0,0,2332
0,0,6815
76,0,1614
0,0,0
0,0,3228
0,0,0
0,435,14527
0,123,7353
0,0,1435
0,0,8071
67,2763,136844
77,180,30131
0,0,2690
0,0,8429
0,0,0
0,0,2152
0,209,20984
0,0,8609
0,219,187062
0,299,258801
0,175,26902
0,0,12375
0,765,349911
0,0,0
0,0,0
0,0,27261
0,279,29413
0,0,35153
0,0,118191
0,131,5919
0,0,23674
0,0,4663
0,0,1076
0,0,8429
0,0,539
0,0,2511
0,0,2690
0,0,539
0,0,17397
0,0,3228
0,0,1435
0,0,2332
0,278,127518
0,0,62234
0,0,12016
0,0,539
0,0,12375
0,330,26902
0,0,3946
0,0,10402
0,0,3049
0,171,10223
62,133,9326
0,121,50397
0,0,0
0,0,0
0,0,533
0,165,91827
0,109,1255
0,0,3408
0,0,0
0,0,8250
0,0,8250
80,0,6815
0,0,1076
0,455,126262
0,3763,278889
0,0,0
0,432,126621
75,496,91289
0,0,1605
0,0,533
0,0,5919
0,0,7174
0,0,4663
0,0,0
0,0,14707
0,0,11299
0,114,2152
0,0,18473
0,0,12016
0,229,14527
0,0,6277
0,0,92006
43,706,17576
0,0,3587
0,0,5919
0,0,1886
0,0,6098
0,0,3766
0,0,8788
0,0,31027
0,0,10223
0,277,165181
0,192,89675
0,0,6636
0,331,78017
0,200,4484
0,288,18114
0,267,173252
0,1625,58289
0,0,9685
0,180,56316
0,474,204279
0,516,33000
0,0,533
0,0,31386
0,0,5380
0,0,9685
0,0,12554
0,175,16859
0,175,100077
0,256,180784
79,185,110300
0,0,1600
76,213,28517
79,604,148143
72,134,13272
0,0,3946
0,0,538
0,0,533
0,1286,319960
0,1446,277274
0,0,2511
0,0,97028
0,0,1614
0,0,6098
0,145,6995
0,0,1793
0,0,2690
0,117,18294
0,0,0
0,0,808
0,0,7353
0,0,5201
0,0,535
0,189,25288
0,0,717
0,183,24930
0,0,0
0,112,32642
0,111,9685
0,235,17218
0,0,1614
0,2194,67794
0,0,0
0,0,1973
0,0,11658
0,0,2870
0,1325,59185
0,0,538
0,0,0
0,0,808
0,0,1338
0,0,1255
0,0,3049
76,140,7891
0,0,21881
0,0,1973
0,0,8071
0,0,7712
54,281,18652
0,177,11837
0,0,0
0,0,2332
0,220,66539
67,0,2690
0,0,20267
57,114,6098
0,0,539
67,1651,53446
0,0,12016
69,230,15962
64,114,8609
0,146,8071
0,0,3408
0,202,9147
0,0,9147
0,1167,67435
0,0,1435
0,0,6098
0,0,9506
0,122,12375
0,0,0
0,0,2511
0,256,9147
0,696,24392
0,0,1076
0,0,5739
92,283,89675
0,0,17576
0,0,13093
0,0,84115
0,685,459314
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,319,12554
69,216,5560
0,0,12375
0,0,7712
0,0,21522
0,1137,328927
0,0,15962
0,133,4125
0,260,108686
0,0,0
0,0,14886
0,0,0
0,228,101691
0,0,1605
0,0,1793
0,0,1614
0,0,6457
0,0,717
0,0,9326
0,157,23315
70,3094,227774
0,0,23674
0,0,1793
0,0,897
0,0,1347
0,0,5739
0,0,1973
0,0,3408
0,0,1435
0,0,4125
0,0,1338
0,0,0
0,0,1435
0,0,27799
0,321,83936
0,404,176480
0,0,2332
0,0,1255
0,0,15603
0,0,535
0,320,97387
0,196,8788
0,601,133974
0,0,1793
0,166,7712
0,106,12734
0,0,11837
0,0,6995
0,266,105099
78,300,21701
0,142,12016
0,0,15424
0,108,31027
0,0,50756
0,0,2332
0,0,16859
0,0,10940
0,155,5022
0,0,1793
0,0,6636
0,0,0
0,0,8609
0,0,0
0,0,5560
0,0,11658
0,0,10582
0,0,0
0,0,0
0,0,0
0,2093,468461
0,0,897
0,0,2690
0,706,138637
74,0,8071
0,0,4304
0,0,70305
0,0,0
0,418,38201
0,0,3228
0,203,6815
0,0,2690
0,0,0
0,0,25647
0,0,18114
0,0,0
0,141,51653
0,144,134871
0,0,8071
0,0,8429
0,0,1614
0,0,1973
0,0,0
0,215,23495
0,0,0
0,403,10761
0,0,24212
0,0,4125
0,0,1793
0,160,22777
0,0,803
0,891,99898
0,0,10940
49,0,5380
0,0,0
54,0,139893
0,0,8609
72,0,3049
0,0,3049
0,0,10761
0,0,54522
