Metacritic,RecommendationCount,SteamSpyOwners
69,804,177915
0,0,1614
0,301,21881
37,779,66180
0,0,0
67,1944,207328
0,1967,697670
48,144,32821
76,111,16680
75,1171,244633
0,777,452858
0,338,114066
48,258,17038
52,1268,192801
0,0,50397
0,0,46272
85,2564,493570
84,439,93082
67,1866,1007407
84,32759,7027275
0,1031,476711
0,898,0
0,2173,171638
0,442,178812
79,219763,7278903
59,4551,633463
0,127,57751
75,5684,1524292
0,0,17397
63,2171,637767
76,1714,349911
0,0,13093
0,134,12016
0,0,26185
85,30833,2037232
0,522,89495
0,264,87164
67,704,459494
90,451,108686
79,42478,4135801
80,2230,409455
0,673,218448
79,43420,3900853
73,125,379324
0,1192,645120
0,118,34076
81,3042,307046
82,9307,1045249
75,1091,361210
0,400,255214
83,10412,758828
72,683,157469
85,1651,257546
88,31719,1647326
88,36011,3048584
0,3884,559571
0,0,5201
85,8547,903025
0,679,133257
61,1163,197105
0,3111,543967
78,876,356009
77,6777,839535
0,1349,195850
76,3167,472766
0,316,153703
0,0,1793
0,224,803
0,2099,208763
69,10113,987140
0,153350,3610845
0,228,290188
0,0,72099
68,5572,775149
0,280,41968
68,26738,3784276
81,1615,161415
88,17556,910917
0,5558,550783
68,1379,273867
73,225,113708
88,24879,2061623
0,392,118729
0,328,43403
55,0,12196
0,636,108148
0,505,116039
77,3977,615528
0,0,29593
0,701,449450
0,0,0
0,0,0
0,0,0
0,0,0
72,450,46990
0,297,82680
75,3207,873253
80,3282,578044
74,48918,3102568
0,2638,403357
0,2071,257725
0,114,22239
54,3541,115142
77,1353,626289
0,0,5739
0,517,26723
0,520,22060
52,244,97925
80,208,38740
59,19784,1454525
0,645,17935
76,744,124110
86,6191,0
74,560,202486
77,3188,260416
0,17968,2785658
80,355,94697
0,2963,1449683
0,824,173610
77,1917,219345
0,1296,340047
0,824,173610
0,215,19370
63,2759,314220
64,1121,540022
0,42348,7067629
0,172,0
70,278,274226
0,117,20267
0,0,7533
0,1437,99718
62,3140,224546
69,5754,535538
0,2643,274226
0,17596,1132951
64,9269,3409615
0,0,9147
0,378,19549
91,8516,1421884
79,997,121240
47,572,275122
0,392,107251
0,602,281399
77,215,272253
0,1174,769589
0,238,561902
0,148,552755
0,294,558853
90,22471,1244507
0,1350,422368
80,6720,1179762
0,972,288215
0,477,764388
0,302,762594
41,686,83936
72,1535,689420
74,18741,906074
72,3592,324264
0,991,731029
0,5917,1432106
68,428,57930
79,434,307764
81,11337,5098371
52,574,56674
61,1096,136844
82,846,105099
0,24965,1089190
0,1862,495902
0,760,140072
0,0,12913
0,0,7891
80,3499,539125
81,5401,300949
69,515,90751
84,2631,475276
72,975,109045
66,259,64207
0,321,60261
70,2035,375379
62,3101,483526
0,1111,123393
0,2210,533027
79,835,178632
79,1397,245171
0,790,568359
0,405,100615
79,68021,3293576
0,1268,0
0,279,45375
0,631,0
58,2097,304715
0,443,123572
67,1394,131643
0,8759,322112
60,8313,3018095
71,143,71919
0,1030,711480
70,146,25647
0,3405,199437
0,0,2152
0,120,24212
0,54072,12908686
0,874,23853
80,1458,352960
78,2914,573560
65,7310,732105
68,184,206611
0,6056,317449
77,3393,287139
68,186,93979
0,728,51832
81,916,170920
69,1381,100794
0,695,12016
72,422,201589
0,629,130387
73,478,107072
0,0,533
59,805,83577
62,224,25647
0,0,0
60,350,135050
76,659,71022
0,0,25109
0,243,0
66,0,41968
0,5685,398873
81,973,52370
74,301,160159
65,2508,177556
87,11048,1206305
0,477,19190
0,3050,215220
53,244,71740
0,0,14169
68,97562,14497544
52,215,41609
80,1359,246785
0,0,11478
0,0,6457
75,1010,283731
51,1517,87881
0,509,46093
83,0,295927
63,0,21163
75,0,412683
0,0,1230697
0,0,500027
87,0,694621
0,0,10761
81,0,203741
73,0,108865
53,0,126262
80,0,2058933
0,0,100256
0,0,413401
0,0,72099
68,0,28158
0,0,600462
74,0,184730
0,0,1046325
86,0,689958
0,0,309557
59,0,257187
56,0,342558
73,0,547196
0,0,310633
65,0,453396
0,0,332514
0,0,151192
69,0,123572
63,0,26902
73,0,916118
80,0,367667
66,0,147605
43,0,27082
76,0,132898
62,0,1210789
81,0,1225854
59,0,739100
82,0,58647
0,0,58289
74,0,86447
0,0,23495
83,0,2120809
61,0,431874
0,0,42865
0,0,42865
0,0,150116
0,0,109045
0,0,21522
68,0,220600
71,0,1731620
0,0,420754
0,0,0
73,0,419140
0,0,130746
68,0,427928
0,0,0
0,0,10940
0,0,351166
0,0,3766
73,0,1150707
66,0,217551
0,0,677941
0,0,84653
0,0,387036
0,0,19011
59,0,112632
78,0,776404
0,0,168051
82,0,0
62,0,87881
83,0,563158
76,0,969923
80,0,531054
75,0,705382
0,0,7353
75,807,191187
71,330,64566
0,0,201051
49,0,28696
78,1735,454113
0,0,198540
61,479,79093
65,2745,595441
58,0,127159
0,1516,41788
0,0,233513
83,11188,637946
79,9843,653191
0,8216,845813
0,528,166795
0,117,48424
75,0,255573
0,0,7174
76,3064,225084
77,0,93441
0,0,154061
72,0,60082
0,0,6815
0,0,1107125
0,0,2546405
58,0,83577
70,0,248399
0,0,3049
0,0,258263
82,0,10461461
91,0,1081478
0,0,281938
0,0,11837
47,0,6277
34,0,253421
0,0,5739
76,1925,165002
77,0,289291
0,568,95593
87,18642,1079146
0,8552,407124
0,0,21881
0,338,34614
0,0,51473
0,11249,1034847
0,4967,1090087
79,237,53805
0,320,13810
77,809,136844
71,187,33000
0,217,82680
0,267,186703
0,223,31027
66,2669,209480
77,2250,135768
0,335,46272
72,1917,236203
0,3886,257725
45,1457,193698
83,13687,1127391
71,272,307943
65,0,14348
80,8023,725290
91,8724,1489857
0,164,51473
0,717,606381
0,7578,1081837
92,3216,722958
0,2040,230644
0,2306,740534
62,1330,222932
80,23548,1532184
69,2894,452858
62,10971,1065337
85,31040,2208690
0,311,57571
73,197,41788
70,1983,172893
20,358,36587
64,261,109403
71,713,373585
0,450,64028
86,33124,6170343
85,16216,1602489
72,4760,863389
78,309,18473
68,827,149219
87,32099,1614684
70,10768,1380812
72,4069,533386
64,11512,2217837
58,1923,177735
90,6079,765643
0,362,53267
0,808,355830
0,3549,809225
0,2063,582169
0,434,85729
0,115,9864
0,1519,130746
68,21796,1262980
70,1454,117474
0,4051,1122190
0,0,5919
0,0,6277
82,238,13810
70,2879,92186
0,305,31566
0,167,17576
68,137,13093
87,6613,633821
79,358,85370
0,850,253242
77,1406,111376
67,763,134153
73,1017,170741
79,17042,1032157
71,10427,333052
85,12332,1250784
64,359,116577
0,221,134871
0,0,0
73,1202,130387
57,118,6995
0,0,5022
80,900,326954
0,30701,2593574
75,468,40174
0,16623,1277686
82,325,315655
57,418,31386
40,276,96131
89,2290,212529
58,1644,262568
0,2951,425238
88,6652,368922
0,7372,880786
0,9530,3150634
0,51125,2436105
0,388,82680
0,2173,101512
80,2622,181502
0,766,55060
70,15969,524777
63,2853,447477
0,19584,1597825
77,165,235665
0,252,234051
0,325,221676
0,207,188855
0,0,10761
86,349,189573
0,0,9506
0,2071,272970
69,0,17218
78,296,111914
79,792,291981
75,443,43044
0,180,37663
0,279,96849
58,1346,169306
77,17516,727442
0,149,6636
0,0,0
72,635,217192
73,1799,194953
70,19042,0
0,0,1435
56,2093,209660
0,1263,295568
82,2209,257008
0,890,71919
77,910,295389
0,451,571049
0,260,565669
86,4370,606560
85,8286,375558
0,204,27440
0,399,76762
68,6725,455189
0,1206,225084
0,2478,1140663
59,167,62772
69,2115,205176
73,1514,257546
0,1996,228491
69,500,104023
0,0,0
0,53882,2100542
0,3029,209122
0,137,72995
72,530,22598
0,5699,1223523
74,128,39098
0,0,11120
0,163,110838
66,744,144914
83,10264,811019
70,2664,306688
0,0,13989
62,756,77479
0,606,138458
0,0,91110
0,0,91110
85,293,113170
70,4376,569256
80,1364,170203
75,6001,901052
0,254,28696
0,538,27261
73,606,224366
49,3256,181143
73,1022,217730
0,6115,1878687
0,407,40354
0,0,20267
0,3699,303818
0,2210,268666
0,12548,1039510
0,323,86267
73,2305,187958
41,0,9326
0,167,99718
71,816,62593
56,0,22598
0,0,0
80,703,82321
0,0,4842
0,4202,435819
0,0,4663
0,332,21343
84,261,133436
0,192,47169
51,2581,378069
0,3189,397977
87,6604,606560
0,309,535538
78,435,48783
76,1556,231720
0,0,0
0,0,34614
0,301,67615
0,273,87164
0,686,632387
0,202,39457
59,1991,203024
57,16685,717398
0,563,43582
62,351,51832
53,3251,418423
57,3061,256649
0,350,59903
0,251,72457
0,0,3408
0,298,27440
81,2710,234231
0,307,22239
0,308,25647
0,112,51294
0,4470,324085
0,254,46990
0,190,25826
0,446,86447
0,406,94876
82,0,17397
0,594,173252
69,668,191187
0,10516,2497802
83,2989,398156
0,952,55778
0,1014,176659
0,510,175583
67,325,23495
0,752,54343
77,18506,1368437
77,2320,141686
0,554,41430
79,5463,608354
78,7185,859623
0,257,48783
65,2429,328389
0,1019,162491
0,337,59723
54,2844,104561
0,257,30848
58,355,13989
77,981,182578
0,0,60979
0,1656,130746
68,1911,488190
0,1349,90930
68,1202,198002
0,0,18832
0,478,41430
72,2102,571946
71,529,92186
73,264,36767
0,0,717
79,745,96131
0,4572,597952
0,0,8967
75,3395,295030
0,0,47348
85,16289,984091
0,4319,208584
0,0,0
57,734,88240
60,13108,1368796
0,5074,880427
0,837,247323
0,1545,144914
72,906,62952
0,0,2152
76,1092,115860
0,1325,231540
0,18944,634001
66,3227,182399
56,298,30131
0,245,34973
80,603,151909
0,0,6995
85,6216,400129
0,37982,1622576
0,0,3408
78,5709,527646
0,265,8429
75,1395,212350
85,2281,204459
0,2863,260057
0,143,19011
76,160,9326
71,188,12554
80,503,33538
0,160,40892
0,471,40712
0,161,21522
0,158,20267
72,429,96131
87,1371,230285
75,221,23853
60,0,9864
0,361,187241
0,33730,1850170
0,0,717
64,986,72995
53,478,140969
0,232,57392
0,1548,369101
0,274,73354
0,0,1076
0,210,16859
83,476,49859
59,562,85729
0,2364,166616
0,437,22957
0,210,117653
67,5157,331976
0,468,100615
83,1758,173969
0,252,43223
0,180,32462
80,593,139713
83,306,23674
0,1599,427031
0,256,116577
0,153,9326
49,155,13272
0,568,35153
0,206,50935
0,0,95773
76,549,126621
65,3832,371433
0,1547,158545
0,457,96131
76,2971,418602
0,0,17756
70,1447,66718
0,766,39457
0,145688,4684791
0,1806,102588
72,434,40354
0,360,38740
0,461,42685
77,1291,223290
75,1841,178991
0,189,17038
82,141,27799
0,0,75327
72,146,35870
0,339,22419
0,236,47348
0,0,505407
0,1041,67256
0,0,27620
0,329,68512
86,86627,4602110
0,0,10402
79,4755,807252
81,2460,137740
0,287,64925
0,360,39995
0,692,54164
0,0,8609
0,3007,163926
71,514,79811
76,0,37125
68,1469,108148
0,177,26185
0,301,124469
66,0,11837
0,414,186882
0,4231,254318
0,470,206252
0,841,266155
0,129,42147
0,414,41430
0,280,108865
0,1699,224546
0,0,2511
0,294,51115
0,19923,4234444
84,995,98463
0,600,39636
77,174,14707
0,114,92903
78,212,195670
0,1872,1008483
0,610,522087
72,342,314759
0,207,92544
71,4203,1468156
0,499,773535
71,168,149040
61,105,258801
0,1398,112273
83,542,34076
0,0,803
0,2372,227415
63,351,41609
59,149,33359
0,366,17397
0,206,14169
73,10697,0
79,6006,663235
86,0,12196
80,0,15065
65,0,13810
77,0,14707
0,0,13093
83,388,101871
0,104,8071
69,1752,285345
0,0,0
78,5027,520114
0,206,29951
0,477,127518
65,734,130387
0,494,196567
76,242,49500
0,676,199795
0,708,44658
60,3934,310095
0,2296,166795
0,454,23136
0,1435,1250963
85,28743,2968056
73,408,144735
0,259,95952
0,0,80707
74,0,16680
0,624,28517
74,306,23495
49,154,21163
0,142,25288
52,1781,145094
77,7775,647273
0,759,68691
0,633,42685
76,326,17935
84,3751,0
0,0,0
0,0,0
0,0,0
0,0,0
0,540,23853
55,683,101153
0,484,125365
75,629,54881
0,0,17038
0,0,10761
78,1495,401205
0,1018,343813
85,9446,744121
0,0,3587
0,269,106534
0,0,0
0,163,14169
71,516,26185
0,957,264899
0,2769,644044
0,2146,241046
61,0,10402
0,301,38022
61,514,127518
84,3942,244633
67,0,21343
46,473,249475
0,183,8609
0,385,77300
66,462,57392
75,548,142583
0,0,7353
0,747,135947
0,0,19549
0,321,76224
45,2396,498592
0,279,234231
0,501,59365
0,0,46990
82,6107,542532
0,409,24750
0,0,0
0,523,390444
0,507,218448
0,1246,169306
66,195,96669
39,378,67794
0,4726,678300
0,0,0
63,704,267052
0,877,63310
0,11479,1670283
0,205,560467
55,336,45734
66,150,16859
0,154,186524
0,177,76941
0,586,122675
63,225,12554
0,218,28517
0,143,9326
74,0,30310
0,243,32104
0,454,52191
0,2355,218268
0,1822,116398
0,517,33000
0,723,102588
0,377,45734
0,177,16859
0,243,26364
0,1667,150116
0,226,29593
0,211,19370
0,862,109224
57,139,114066
0,716,50756
0,0,23674
0,0,31745
0,304,28158
0,222,109941
0,168,33538
0,0,69946
0,0,70126
0,0,69767
0,0,69767
0,0,68153
0,0,68512
0,0,68332
0,0,0
0,274,69408
72,339,39816
69,531,52908
0,1161,163746
0,11294,473662
65,543,66359
0,109,44120
80,0,0
66,109,38022
0,0,9506
0,1400,362107
0,2523,353139
0,0,14169
78,0,4125
76,0,13989
72,300,52549
64,154,32821
68,0,71381
66,0,69767
78,415,94338
69,634,140789
80,398,92186
0,0,1077
0,17525,1136000
0,2398,315835
82,3407,493570
0,0,12734
0,0,0
81,743,58647
54,289,29951
68,756,347221
59,2165,108506
88,18387,781067
0,0,6995
75,12876,1708843
59,301,16141
0,1098,55060
0,0,65821
55,0,13093
69,1797,259340
0,378,68512
74,0,2152
0,0,4842
0,0,42865
0,112,32104
74,373,28875
84,16036,994493
0,0,11658
0,0,13272
0,488,57392
0,2358,251089
32,106,3946
0,168,27261
0,0,26185
0,741,77658
70,1360,207866
0,0,76224
72,647,87881
0,8724,2187348
0,284,22239
68,268,33000
0,377,18114
0,0,717
0,643,50397
0,146,21343
0,0,0
0,0,0
0,0,4125
0,585,89675
76,291,40533
0,331,33359
74,570,72637
68,964,116577
78,190,25647
0,0,10044
0,237,38022
0,0,23136
0,1205,157648
76,727,39995
0,0,23315
0,533,83936
0,0,1076
0,4368,287318
0,191,34435
0,860,30489
0,0,35511
0,149,56854
0,0,0
0,464,51294
67,12204,855318
0,1617,180605
0,379,83577
62,166,19011
0,468,59544
73,183,36229
0,401,53805
0,360,60082
0,128,32642
0,151,11120
43,2644,1162006
0,0,19011
0,2546,691751
73,457,70664
0,0,0
0,2426,184909
0,0,3587
0,751,35332
0,337,72099
0,636,80349
0,3696,356547
0,0,2690
0,531,58468
68,212,84294
0,342,47348
0,232,11837
0,0,5201
0,0,20446
0,5124,635436
54,193,18473
0,0,1616
72,127,53626
0,127,38201
0,744,378966
0,6042,666463
0,371,27261
0,10391,548451
0,200,29055
0,1142,386319
0,0,3049
66,455,79811
0,766,94338
0,116,37484
0,231,40892
0,1401,801872
0,2332,366949
0,0,1255
0,0,2332
0,0,1793
0,0,12734
0,106,26006
54,129,24750
67,233,112632
63,0,44479
0,0,34973
0,443,133436
0,20434,1061570
0,1286,143121
0,352,21522
43,398,90751
0,177,29413
0,3093,641354
0,0,24750
73,6584,496440
50,681,76224
0,209,74609
0,0,1070
0,0,1973
0,7277,475994
74,941,142762
0,1291,83398
0,17156,2947610
0,449,53805
66,746,63310
0,1294,54881
0,543,237459
0,0,31924
0,484,31745
55,345,17397
0,201,53267
0,2128,170382
62,38929,2610792
82,319,50039
52,421,14169
0,261,22060
0,5314,239432
0,252,132360
0,180,34973
0,1228,359058
0,195,7891
76,723,187600
0,1260,204817
0,556,272073
53,420,70664
0,105,3587
0,3113,373406
0,346,39098
0,101,18652
0,0,2332
0,251,52191
0,735,103843
0,189,80887
0,0,13989
0,407,33718
79,357,19908
0,2194,639023
0,251,142942
0,0,1793
0,769,57571
78,3709,369281
0,0,29772
66,6052,965977
0,109,27620
0,0,4125
0,428,90033
47,0,1793
0,200,72278
0,401,34256
0,959,574815
0,1606,320318
57,1433,89137
0,822,80887
0,490,71022
0,0,38560
0,0,10761
0,948,181860
0,237,62952
0,450,207866
0,386,184909
0,353,185806
80,209,244633
68,6788,510429
0,0,0
0,254,44299
0,687,61158
0,712,194953
0,113,3228
0,212,31924
0,0,3049
0,196,29055
80,544,49680
0,5089,2199543
88,14821,1076815
0,0,20087
0,479,310992
0,2437,209660
0,144,12196
0,0,3228
0,5613,419857
0,195,37663
0,404,52549
0,1106,814606
75,1389,201948
0,354,13451
0,0,2332
0,0,1793
0,112,17038
66,856,87523
87,1217,137382
0,306,65104
0,213,44299
0,426,33538
0,10883,907688
0,278,60620
0,390,68153
0,899,53626
0,511,12375
0,399,23853
0,218,28696
0,132,38201
0,359,59185
0,0,5919
0,0,5380
0,1196,112990
0,0,5201
0,0,3587
0,0,20625
0,151,23853
0,170,28875
0,0,538
62,624,45913
79,460,104920
0,152,23315
91,0,14886
70,877,38201
0,1828,115860
55,1639,101153
61,323,36767
0,322,89675
0,0,20267
0,239,16500
0,0,0
0,531,97207
0,0,1614
0,766,88419
0,277,22598
0,540,61158
78,3161,226519
0,3461,292519
0,146,12196
0,2661,86447
0,0,3049
0,370,19549
62,313,26902
0,0,23853
53,0,0
0,0,897
0,2165,298976
0,163,49859
0,0,1793
0,8367,571228
0,1489,471869
0,0,13272
0,764,57392
0,0,39098
0,0,38560
77,0,78734
78,134,88778
0,0,13272
0,0,2870
0,2530,415194
76,10397,519396
0,251,20805
0,173,27082
79,1639,177197
73,17673,3361011
0,244,53984
0,174,27979
0,405,127338
0,130,44299
0,816,203741
96,136846,5886074
0,379,203024
72,565,61876
49,273,60620
0,0,7174
0,701,118550
0,723,246426
0,759,150295
0,110,86267
0,0,7891
0,0,9326
0,0,80707
0,883,115501
0,4701,550783
0,0,4842
0,176,32462
0,0,803
70,126,12554
77,1527,388651
61,3889,307585
0,769,49680
63,849,404254
0,0,0
0,183,46631
0,143,15962
72,324,85908
0,24111,6954639
0,159,18114
77,35278,4904673
0,430,52549
0,123,17397
91,163,27440
0,130,9147
0,0,6636
0,0,10044
0,254,53626
0,454,77658
0,0,18473
0,0,5560
0,101,35691
0,0,9685
0,330,22957
0,0,15245
0,0,9864
0,210,55240
0,109,10940
0,0,22777
0,274,9506
0,12055,819628
83,16455,1035206
70,1027,114604
78,696,193877
75,1116,154420
64,1677,253062
73,1836,383091
80,552,132360
0,0,0
74,185,16141
70,355,11299
0,846,48604
0,1381,432591
0,0,3946
57,112,22239
0,2930,432053
0,2957,308123
65,12632,615348
0,0,0
0,755,130387
0,0,0
0,171,6277
0,196,73354
58,1395,301666
68,332,73175
0,492,100615
0,254,25288
0,0,2332
0,0,3408
0,0,8071
80,790,154599
0,919,209301
0,1849,317269
0,0,31566
0,457,69767
78,182,109941
0,689,83756
73,1483,203741
0,0,5739
0,0,1973
59,68725,820524
0,0,4663
0,0,5022
0,0,4484
0,0,12196
0,0,6457
0,0,3766
0,0,3946
0,0,13451
0,0,0
0,0,23136
0,0,5022
60,199,11478
74,3092,211274
0,145,9147
0,126,85729
0,124,36049
0,0,0
0,0,0
0,0,42327
79,0,4842
70,3067,365694
69,610,81963
78,288,73533
0,216,52011
0,320,55778
0,185,63131
0,0,43761
66,210,46810
0,0,13093
0,0,17038
0,815,127338
69,0,28158
0,0,29055
0,314,51653
79,0,2332
0,0,0
0,0,20087
0,318,60800
0,690,192980
0,109,5919
0,697,52549
0,2513,754344
71,2872,193698
0,0,6098
0,0,6815
0,0,0
73,6675,399950
0,0,34256
73,227,31924
0,1213,438151
0,0,123213
0,0,3766
0,166,34614
0,0,2152
0,225,90751
0,0,12196
0,345,71919
83,196,51294
45,115,12554
0,0,1973
0,448,52011
0,638,104381
0,260,76941
0,20146,481912
0,0,3228
0,259,24930
0,205,30848
70,297,56136
0,0,1070
0,0,1973
78,288,59365
0,0,5919
0,0,11478
0,0,17397
0,0,15424
0,240,22598
0,0,30310
0,131,20446
0,0,172176
0,164,115501
0,0,2332
0,473,70843
57,124,44120
56,105,11658
80,375,67077
0,144,80707
0,1002,10761
0,372,75147
0,211,40354
0,0,43223
0,336,15424
0,0,6815
0,1489,136485
0,450,51115
0,285,20984
0,0,2152
0,0,23495
0,0,21343
0,640,38022
0,111,8250
0,301,41788
0,208,10761
0,116,30489
0,0,2870
0,124,10761
0,8837,2251196
0,172,11299
0,0,6815
0,344,34973
0,267,25288
0,0,26544
0,178,109224
0,534,80528
0,0,7891
0,0,5380
0,176,17397
0,0,21163
0,1245,79990
0,0,15603
62,255,36049
0,105,18294
0,0,19549
0,0,4484
62,0,5739
79,2011,139534
82,711,92903
0,3253,222932
68,189,49142
0,0,28517
41,220,13631
0,152,55598
0,0,0
0,171,31924
55,947,61696
78,9324,684577
0,241,74609
0,270,83398
0,392,13272
83,19903,1606793
0,430,93800
84,6144,334128
64,1737,289291
0,3635,254318
0,0,717
0,943,76044
0,10249,2606308
0,612,85012
0,2847,108148
0,511,51115
0,0,16859
72,0,897
0,922,463977
0,0,8788
0,0,13272
0,1710,123393
0,106,10044
0,5045,274943
0,151,13093
0,252,100794
72,6149,316193
0,0,535
0,103,41609
0,0,30669
0,0,23674
0,201,150474
0,181,13272
0,190,13631
0,440,24750
75,101,43044
0,833,87523
0,0,36587
70,1650,450347
70,0,181681
0,159,126083
69,135,134871
52,506,195132
67,174,152626
0,130,122316
0,354,298796
0,0,13631
0,0,5380
0,0,11478
0,105,0
0,0,1793
0,0,0
0,198,0
84,2021,139713
0,288,68691
86,927,122137
0,0,42506
0,0,39995
0,686,282296
0,160,24033
0,189,37843
0,386,52729
0,167,43044
0,0,16680
0,0,28696
0,170,16680
0,0,0
0,0,6098
32,0,19190
0,5398,364797
0,0,9685
0,0,21163
0,0,18832
0,0,1793
0,120,6277
0,106,38381
79,581,67077
58,0,6815
78,1212,200333
0,0,2870
0,0,1077
0,650,67794
0,243,54164
0,392,53087
0,555,92544
0,395,85370
0,311,74609
0,511,72637
0,584,103485
0,685,72816
0,283,61338
0,0,7353
0,125,53446
0,1950,253062
0,0,40533
0,204,22777
0,340,139355
0,306,40533
62,0,79631
0,0,19190
0,313,17935
66,0,40354
0,2282,408379
0,0,0
0,1754,442635
74,1272,472227
0,0,20625
0,0,124469
85,753,116219
0,392,40354
0,670,44299
0,0,9326
0,1086,498412
0,0,2152
0,433,38201
0,670,37125
74,295,91289
0,643,267769
0,5889,517603
0,1930,176301
0,134,9685
68,0,19908
59,2080,185447
0,4702,656599
0,682,211274
64,259,73892
0,5272,953960
0,204,59723
73,0,34794
0,0,9326
0,641,57751
70,111,5380
61,242,56854
0,2889,139713
0,580,244274
0,282,52191
0,0,108865
71,132,53984
75,0,57213
0,187,37125
0,0,5201
0,154,28875
61,2170,117653
0,169,15783
0,8504,1283246
0,0,15424
59,0,8788
61,0,20805
0,0,5739
0,337,39098
0,102,20805
0,0,7712
0,0,25647
53,374,52370
0,0,20087
0,734,360493
70,461,274943
0,0,18832
0,199,73533
0,201,21163
69,531,82501
0,7066,738920
0,1430,211453
0,0,0
0,0,0
76,6677,1317681
89,3142,657316
0,394,36229
66,175,20625
91,26956,1213479
70,0,57392
0,0,13272
0,0,4304
0,164,14886
0,168,40892
0,0,3049
0,2011,595799
0,0,7891
77,3483,279068
0,0,539
0,164,21881
77,323,7712
64,389,35153
0,0,1435
0,326,16859
0,526,13810
73,4054,171817
0,142,5919
63,147,6098
0,0,2511
0,237,39816
0,0,533
0,2999,453575
0,0,2332
0,0,3228
0,0,0
0,0,8429
0,0,1255
0,0,7712
0,0,9506
0,0,6995
0,0,13451
0,0,6457
0,0,7891
0,0,10582
58,324,45375
68,284,27261
0,0,9864
0,0,8250
0,1367,166257
82,7008,889933
0,136,27440
0,123,26006
0,0,7891
72,0,22060
0,0,13272
54,137,22598
67,314,60261
0,0,13451
0,154,22060
0,0,22957
0,0,19908
0,158,65821
0,161,25109
77,0,32104
65,117,11299
0,0,46093
0,0,67077
73,566,116039
0,0,6815
0,316,27620
0,297,40533
0,10465,397977
73,872,257008
0,481,74251
0,318,257905
67,157,36767
68,0,34614
0,0,33718
0,177,36408
0,0,7353
0,675,139175
0,1809,273687
0,140,4842
0,0,1614
0,137,38740
0,201,12196
63,6745,394210
0,1455,562440
82,186,31745
0,212,52370
0,3100,288394
0,0,42147
75,2645,175583
0,125,17935
0,0,4842
0,0,11299
0,0,93979
36,265,21701
69,167,18114
0,309,34794
74,141,22419
0,3251,305432
76,2491,172176
77,2413,293237
0,0,7353
0,0,2963
71,492,69050
0,198,23674
0,110,14527
0,2973,382732
0,232,17038
0,0,36408
0,113,19190
0,0,5022
0,570,63848
0,345,146887
0,133,44658
0,138,14707
0,113,3228
0,0,27620
0,0,23853
0,456,40174
0,143,3228
0,0,35511
82,1411,412863
0,0,11658
0,122,31566
62,24336,6385383
0,27890,4846026
0,0,12016
0,181,19549
0,0,10761
89,7812,829312
0,0,0
71,137,71919
0,0,0
0,0,5919
0,0,0
0,362,46093
0,179,20087
0,108,10044
93,50325,2396290
0,288,13093
0,0,5201
0,7280,630414
0,1973,377352
0,0,68870
0,814,77300
0,202,37305
0,224,181143
0,0,25826
0,0,21522
0,0,22957
0,0,20446
0,131,5739
0,0,11478
0,0,106892
0,1271,345786
0,278,405509
65,115,25826
0,1205,312606
0,0,10940
0,239,49859
82,184,12375
0,211,99898
0,406,94517
0,389,167154
0,2727,219165
0,0,12196
0,0,13451
0,0,16141
0,0,34614
0,0,31386
0,0,22060
0,0,26364
0,0,26723
0,0,8967
0,1110,164822
0,297,117295
0,145,13631
0,127,7712
0,2045,540201
0,0,39636
0,687,11837
0,369,32104
80,2699,780888
0,107,0
0,735,68870
0,0,7533
0,0,2511
0,0,3049
0,0,21343
0,108,10761
0,0,6995
0,2313,614272
0,336,26006
0,1625,1171691
0,0,12734
74,232,24392
0,446,54881
0,114,22060
75,233,58109
0,734,58827
0,1715,168409
0,0,0
0,403,166974
0,432,59185
0,133,23495
0,213,16680
0,0,7353
0,256,68691
0,0,6098
0,0,0
0,177,97207
0,293,146349
0,392,82321
0,0,26006
0,4861,423265
0,0,897
0,895,56495
0,687,250910
0,0,10044
0,403,102050
0,0,3408
70,234,61876
0,0,10940
68,414,110121
75,121,41609
0,0,30489
0,0,29055
0,0,20267
0,0,20984
0,0,18473
60,0,6277
0,0,21522
0,192,30848
0,0,25288
0,0,23674
0,0,21343
0,0,16141
0,0,19728
0,0,15424
58,0,9864
70,143,55778
0,0,59723
0,0,51294
0,813,72099
0,178,17397
0,6554,878096
0,70765,2631417
0,324,22239
59,0,34973
0,1066,770127
0,173,17576
0,113,16321
0,0,7174
0,0,2152
0,1011,182219
0,402,231182
0,212,29413
83,242,15962
0,327,20805
0,3909,460928
0,293,20267
0,0,6636
0,0,16500
0,548,137023
0,102,14707
0,0,3587
0,0,3766
0,676,202306
75,953,120164
0,0,15603
69,0,34076
41,0,17397
0,159,19549
0,370,20267
0,0,22060
0,766,16321
0,4608,599028
0,1302,140789
0,0,28875
0,0,32642
74,0,2511
71,675,43223
0,0,6815
58,275,172893
0,0,75506
0,815,89675
0,110,16500
0,898,111735
0,0,808
48,683,95414
77,0,13451
0,713,75147
0,0,7353
0,1442,285704
0,167,36408
0,1173,162849
65,2954,448553
0,2562,517962
69,113,33897
0,0,13810
0,0,9147
0,147,28517
0,965,70305
72,824,106175
74,2038,369998
0,297,164822
0,0,1435
0,141,44837
0,101,1435
0,106,13093
62,471,37663
0,102,23495
0,0,2870
0,0,13810
0,109,6457
0,150,3408
0,252,67973
73,0,11299
0,0,2870
41,0,5739
0,0,1070
49,138,12554
0,0,42506
0,194,20267
72,159,25109
0,2075,79452
79,399,34076
74,140,37305
0,0,5380
